student_id,student_name,subject,topic,quiz_score,assignment_score,attempts,mastery_level,attendance,final_exam_score
1605,Nnamdi Abdullahi,Chemistry,Physical,49.59,90.14,4,Medium,79.91,63.76
1606,Chibuzo Onyekachi,Biology,Anatomy,51.36,55.67,2,Medium,88.03,54.0
1607,Blessing Ibrahim,Biology,Ecology,58.39,75.65,4,High,66.86,71.75
1608,Blessing Abdul,Mathematics,Probability,81.23,61.0,1,Low,68.71,41.38
1609,Nkiru Okoye,Chemistry,Physical,47.22,47.91,3,Medium,76.35,47.86
1610,Tunde Sule,Biology,Ecology,48.86,63.78,1,High,80.05,57.94
1611,Tunde Adebayo,English,Comprehension,42.2,66.08,4,Medium,61.17,57.17
1612,Yusuf Sule,English,Grammar,74.41,54.53,4,Low,67.34,52.48
1613,Joseph Sule,Biology,Ecology,37.97,73.04,3,Medium,72.27,58.49
1614,Nkiru Sule,Biology,Genetics,51.82,58.71,1,Low,59.93,38.63
1615,Ifeoma Mohammed,Chemistry,Physical,50.82,82.94,4,Medium,68.02,61.95
1616,Tunde Abdullahi,English,Vocabulary,60.43,48.96,2,Medium,73.32,54.81
1617,David Mohammed,Biology,Ecology,50.51,80.14,2,Low,66.5,49.76
1618,Chinedu Ibrahim,Mathematics,Geometry,71.37,58.05,3,Low,75.38,53.06
1619,Nnamdi Ibrahim,Physics,Mechanics,66.55,32.29,1,Medium,56.7,47.74
1620,Ibrahim Yakubu,Chemistry,Organic,77.45,54.34,2,Medium,72.56,59.89
1621,Chukwuka Sule,English,Grammar,73.32,37.58,4,Medium,66.14,52.53
1622,Chibuzo Musa,English,Vocabulary,73.44,100.0,1,Medium,72.72,62.41
1623,Ngozi Yakubu,Mathematics,Algebra,69.83,87.81,1,Medium,76.08,60.67
1624,Emeka Sule,Physics,Optics,76.5,77.95,2,Low,64.74,60.95
1625,Chinedu Adesina,Mathematics,Algebra,76.97,85.73,3,High,74.34,70.67
1626,Ngozi Sule,Mathematics,Geometry,79.73,49.85,1,Medium,79.39,50.43
1627,Chibuzo Sule,Physics,Thermodynamics,77.78,64.13,2,Low,87.69,61.18
1628,Musa Adebayo,Chemistry,Inorganic,50.32,89.37,2,Medium,90.51,67.89
1629,Ifeanyi Bashir,Biology,Ecology,55.86,63.41,1,Low,76.45,45.23
1630,Sola Danladi,Chemistry,Organic,85.31,70.16,1,Medium,47.97,62.03
1631,Samuel Okafor,Biology,Genetics,60.82,66.88,4,Low,71.31,59.04
1632,Ngozi Ahmed,English,Comprehension,78.44,72.25,1,Low,71.61,57.24
1633,Emeka Adesina,Chemistry,Physical,65.24,55.96,4,High,80.79,64.78
1634,Sola Bashir,English,Grammar,83.49,86.83,3,High,68.14,77.92
1635,Peace Olatunji,Biology,Anatomy,53.59,78.44,2,Medium,69.83,52.97
1636,Joseph Olatunji,Biology,Genetics,68.36,27.88,3,Low,57.49,41.11
1637,Ifeanyi Abdul,Biology,Ecology,65.99,62.46,2,Medium,59.21,51.33
1638,Ifeoma Okafor,Physics,Mechanics,69.69,76.73,1,Medium,74.84,67.44
1639,Nnamdi Adesina,Physics,Thermodynamics,69.77,56.79,1,Low,72.19,43.28
1640,Funke Sadiq,Chemistry,Organic,63.7,84.68,2,Medium,81.85,71.8
1641,Joseph Balogun,Physics,Thermodynamics,61.37,88.19,4,Medium,73.07,74.19
1642,Samuel Mohammed,Chemistry,Inorganic,64.74,78.61,1,Medium,89.75,62.0
1643,Halima Musa,Chemistry,Organic,67.62,87.33,2,High,73.67,61.93
1644,Samuel Olatunji,Physics,Mechanics,90.72,60.95,1,High,76.59,72.27
1645,Ngozi Lawal,Physics,Thermodynamics,57.7,52.88,4,Medium,77.54,46.84
1646,Blessing Yakubu,Mathematics,Algebra,61.55,71.68,4,Low,72.3,49.1
1647,Emeka Balogun,Physics,Mechanics,84.13,69.55,2,Low,89.31,61.2
1648,Daniel Bashir,Physics,Mechanics,54.44,72.04,1,Medium,72.84,49.48
1649,David Onyekachi,Physics,Thermodynamics,82.64,58.67,2,Low,56.6,60.52
1650,Blessing Ibrahim,Physics,Optics,58.95,58.88,3,Medium,57.35,62.16
1651,Amarachi Musa,Physics,Optics,49.53,68.88,4,Low,84.13,56.25
1652,Funke Ibrahim,Biology,Genetics,64.28,42.48,4,Medium,66.9,54.0
1653,Musa Ibrahim,Biology,Genetics,55.55,71.05,4,Low,81.82,61.07
1654,Abdul Adesina,Mathematics,Calculus,50.29,100.0,2,Medium,82.67,65.48
1655,Blessing Ahmed,Biology,Ecology,78.07,100.0,3,Medium,60.61,70.89
1656,Abdul Bashir,English,Comprehension,36.46,70.89,1,Medium,78.65,50.31
1657,Ifeoma Sadiq,Physics,Mechanics,57.15,37.26,2,Low,78.74,50.41
1658,Nkiru Kabiru,Chemistry,Inorganic,57.91,74.6,4,High,59.32,64.94
1659,Amarachi Ibrahim,Chemistry,Inorganic,60.28,56.56,4,Medium,67.4,54.19
1660,Daniel Abdullahi,Biology,Genetics,69.59,48.32,1,Medium,71.03,52.32
1661,Daniel Okoye,Physics,Optics,51.81,94.95,3,Medium,66.47,60.15
1662,Emeka Danladi,English,Vocabulary,53.26,94.98,4,Medium,80.53,62.87
1663,Funke Balogun,Biology,Ecology,78.27,71.01,2,Low,77.57,57.7
1664,Amina Danladi,Mathematics,Geometry,56.01,73.07,3,Medium,69.55,67.74
1665,Amarachi Sule,Physics,Optics,49.77,91.04,2,Medium,73.89,62.82
1666,Amarachi Sule,Physics,Mechanics,75.0,58.55,1,Medium,83.64,45.57
1667,Joseph Ibrahim,Biology,Anatomy,56.36,54.14,1,Medium,62.46,47.94
1668,Emeka Adesina,Physics,Optics,69.63,78.54,3,Medium,77.41,62.23
1669,Musa Bashir,Biology,Anatomy,69.43,69.86,3,Medium,84.36,67.83
1670,Emeka Abdullahi,Mathematics,Calculus,65.37,54.54,2,Low,68.47,46.49
1671,Emeka Ibrahim,Chemistry,Organic,61.22,72.02,2,High,82.15,63.04
1672,Chinedu Adebayo,Mathematics,Probability,65.19,70.15,4,Medium,69.84,57.45
1673,Nnamdi Adesina,Physics,Mechanics,43.93,57.57,3,Low,79.73,43.39
1674,Ibrahim Sule,Biology,Genetics,62.15,75.0,1,Medium,80.21,54.28
1675,Chibuzo Sule,Physics,Mechanics,76.96,84.91,1,Medium,63.7,60.5
1676,Chiamaka Sule,Chemistry,Inorganic,79.29,65.8,4,Medium,52.8,55.45
1677,Peace Adebayo,Physics,Mechanics,62.01,50.55,3,Low,70.87,49.06
1678,Sola Ahmed,Mathematics,Calculus,82.55,63.64,1,Medium,85.73,70.36
1679,Esther Sadiq,Mathematics,Algebra,82.21,72.27,1,Low,55.37,58.45
1680,Amarachi Okafor,English,Grammar,77.58,66.78,1,Low,92.45,62.97
1681,Chiamaka Okafor,Biology,Anatomy,71.82,84.3,3,High,78.33,58.62
1682,Esther Olatunji,English,Comprehension,59.01,85.96,3,Medium,66.92,61.91
1683,Chukwuka Olatunji,Chemistry,Organic,52.46,94.76,3,Medium,91.81,63.02
1684,Abdul Ibrahim,Mathematics,Calculus,66.77,57.79,3,High,81.15,64.59
1685,Chinedu Yakubu,Biology,Anatomy,74.74,72.98,2,Low,100.0,57.18
1686,Sola Kabiru,Chemistry,Physical,44.47,62.1,2,Medium,59.32,41.41
1687,Peace Sule,Biology,Anatomy,52.98,54.17,4,Medium,65.45,55.55
1688,Chinedu Musa,Chemistry,Organic,58.93,65.31,3,High,83.94,58.53
1689,Chiamaka Olatunji,Biology,Genetics,61.83,73.49,4,Medium,55.58,48.01
1690,Peace Abdullahi,Chemistry,Inorganic,69.15,75.38,4,High,95.64,72.5
1691,Nkiru Adebayo,Biology,Ecology,74.84,65.07,2,Medium,77.97,70.0
1692,Nkiru Kabiru,English,Vocabulary,39.51,74.2,1,Low,96.36,51.48
1693,Chiamaka Abdullahi,Chemistry,Physical,84.81,58.56,4,Low,74.68,60.38
1694,David Adebayo,Biology,Anatomy,38.39,50.48,2,Low,64.03,43.38
1695,Blessing Sule,Mathematics,Algebra,75.47,72.86,4,High,83.24,70.16
1696,Chinedu Okoye,Chemistry,Inorganic,79.42,68.13,3,Low,75.58,58.77
1697,Yusuf Sule,Biology,Anatomy,73.21,61.68,1,Medium,84.76,54.02
1698,Ifeanyi Bashir,Biology,Genetics,51.81,78.31,3,High,74.11,60.38
1699,Ifeanyi Abdul,English,Grammar,75.68,58.89,3,Medium,73.0,67.82
1700,Ifeoma Ibrahim,English,Comprehension,83.47,91.59,2,Low,72.18,72.5
1701,Sola Onyekachi,Mathematics,Algebra,53.61,54.4,1,Medium,51.5,54.99
1702,Daniel Sule,Mathematics,Calculus,54.63,66.1,2,High,65.9,60.58
1703,Amarachi Ibrahim,English,Vocabulary,60.49,48.43,1,Medium,79.42,43.92
1704,Daniel Bashir,Physics,Optics,54.95,36.4,4,Medium,60.76,48.41
1705,Funke Sule,Physics,Thermodynamics,41.43,45.78,2,Low,74.98,37.69
1706,Chinedu Bashir,Biology,Ecology,88.9,95.51,2,High,66.32,79.06
1707,Ngozi Lawal,Biology,Anatomy,73.99,59.04,4,Low,60.04,54.85
1708,Ngozi Mohammed,Mathematics,Calculus,62.93,61.46,3,Medium,79.42,54.98
1709,Ifeoma Adebayo,Chemistry,Physical,51.18,69.64,4,Medium,78.86,53.19
1710,Emeka Sadiq,Chemistry,Physical,76.14,41.44,4,Low,69.22,50.37
1711,Chiamaka Olatunji,Physics,Thermodynamics,57.37,59.52,2,High,93.71,55.87
1712,Ifeanyi Lawal,Mathematics,Geometry,94.29,74.56,4,Medium,75.92,75.42
1713,Ngozi Sule,Physics,Mechanics,95.36,53.1,4,Medium,63.8,61.33
1714,Ngozi Sadiq,Chemistry,Inorganic,65.39,42.11,4,Low,75.22,58.0
1715,Nnamdi Onyekachi,Chemistry,Physical,66.82,63.61,2,Medium,68.82,61.94
1716,Maryam Ibrahim,Mathematics,Geometry,55.09,95.7,3,Medium,94.33,70.17
1717,Daniel Balogun,Chemistry,Inorganic,64.86,83.46,2,Medium,85.95,61.36
1718,David Sadiq,Chemistry,Organic,58.68,48.16,2,Low,79.09,50.25
1719,Nnamdi Sule,Mathematics,Calculus,48.8,61.17,1,Medium,61.53,44.23
1720,Nkiru Mohammed,Biology,Ecology,71.61,57.0,2,High,71.99,52.24
1721,Sola Danladi,Biology,Genetics,67.24,67.34,1,Low,67.71,51.09
1722,Musa Musa,Chemistry,Physical,67.16,55.78,4,High,60.24,68.95
1723,Joseph Ibrahim,Physics,Mechanics,57.4,66.55,1,Low,85.11,69.1
1724,Esther Onyekachi,English,Grammar,50.07,74.75,4,Medium,67.92,55.94
1725,Chiamaka Sule,Mathematics,Probability,56.36,51.12,4,Low,74.59,42.06
1726,Joseph Yakubu,Chemistry,Organic,76.36,68.83,1,Low,79.22,54.61
1727,Sola Sadiq,English,Grammar,60.59,72.31,1,Medium,63.36,54.08
1728,Daniel Sadiq,Chemistry,Physical,54.68,54.64,1,Medium,53.9,54.08
1729,Blessing Ibrahim,Biology,Anatomy,56.76,85.45,4,Low,85.69,55.09
1730,Ibrahim Adebayo,Chemistry,Organic,51.94,100.0,2,Medium,92.51,67.3
1731,Ifeoma Okafor,Biology,Anatomy,68.09,58.54,4,Low,79.32,52.3
1732,Chibuzo Abdul,English,Vocabulary,40.61,48.18,1,Medium,75.21,38.76
1733,Emeka Sule,Mathematics,Geometry,64.19,51.88,2,Low,67.18,52.16
1734,David Olatunji,Mathematics,Algebra,67.97,67.86,2,Medium,83.79,63.72
1735,Joseph Okoye,Mathematics,Calculus,82.36,61.1,1,Low,70.7,48.64
1736,Sola Kabiru,Chemistry,Inorganic,59.85,82.47,2,Medium,88.0,68.7
1737,Amarachi Sule,Mathematics,Geometry,43.47,84.25,3,Low,56.61,55.8
1738,Amarachi Kabiru,Chemistry,Physical,60.59,78.54,4,Low,61.68,62.85
1739,Esther Olatunji,English,Comprehension,47.42,57.97,2,Medium,65.02,40.6
1740,Ngozi Balogun,Physics,Mechanics,66.13,95.09,2,Low,100.0,66.85
1741,Nkiru Sule,Physics,Thermodynamics,78.4,71.48,2,Medium,79.99,63.25
1742,Yusuf Mohammed,English,Comprehension,67.34,76.06,1,Medium,69.22,59.52
1743,Yusuf Ibrahim,Physics,Optics,64.3,80.4,4,Low,64.34,58.8
1744,Yusuf Sule,Biology,Anatomy,87.94,85.46,2,Medium,88.49,73.42
1745,Tunde Musa,Chemistry,Physical,68.85,83.03,2,Medium,90.6,57.4
1746,Daniel Sule,English,Vocabulary,49.21,87.64,2,Medium,72.23,56.53
1747,Ibrahim Olatunji,Biology,Ecology,49.95,59.67,1,High,60.98,61.99
1748,Zainab Abdullahi,Chemistry,Organic,64.73,67.13,1,Medium,80.88,63.0
1749,Halima Abdullahi,Chemistry,Physical,76.35,84.1,1,Medium,68.69,63.45
1750,Samuel Ahmed,Physics,Mechanics,74.23,60.09,3,Low,74.95,58.03
1751,Abdul Lawal,Biology,Genetics,74.42,41.33,1,Low,82.15,47.38
1752,Nnamdi Onyekachi,English,Comprehension,73.49,79.65,1,Medium,91.08,72.87
1753,Ifeoma Abdul,Chemistry,Physical,81.16,89.66,3,Medium,77.91,72.59
1754,Chukwuka Balogun,Physics,Optics,75.47,78.98,4,Low,71.91,65.15
1755,Chiamaka Sule,English,Vocabulary,64.58,55.19,4,Medium,87.9,60.39
1756,Ibrahim Ahmed,Mathematics,Geometry,89.58,43.62,2,Low,69.43,53.54
1757,Daniel Ahmed,Mathematics,Calculus,78.65,73.99,2,Medium,78.1,59.87
1758,Halima Yakubu,Physics,Optics,51.12,72.84,3,Medium,61.36,53.23
1759,Musa Onyekachi,Chemistry,Inorganic,71.01,53.27,2,Medium,91.05,65.06
1760,Nkiru Abdullahi,Chemistry,Inorganic,46.14,54.01,3,High,52.14,46.45
1761,Joseph Abdullahi,Mathematics,Geometry,74.2,61.79,1,Low,79.61,46.63
1762,Amina Abdullahi,Chemistry,Physical,74.58,59.67,4,High,75.12,65.08
1763,Chinedu Adesina,English,Vocabulary,49.74,50.7,2,Medium,84.68,52.83
1764,Musa Sule,English,Vocabulary,77.6,72.87,1,Medium,76.43,54.48
1765,Peace Sule,Mathematics,Probability,61.76,67.59,3,Low,94.53,60.92
1766,Nnamdi Sule,English,Vocabulary,83.43,76.96,1,Medium,67.89,65.39
1767,Amarachi Okoye,English,Grammar,67.83,53.91,2,Low,71.16,49.17
1768,Chibuzo Mohammed,English,Comprehension,84.27,36.79,1,Medium,87.06,51.19
1769,Abdul Okoye,Chemistry,Organic,48.54,85.7,3,High,82.32,71.39
1770,Zainab Bashir,Mathematics,Calculus,74.61,98.9,3,Medium,80.59,72.86
1771,Yusuf Sule,Mathematics,Probability,69.12,86.65,2,High,67.21,64.55
1772,Ifeanyi Musa,English,Grammar,61.29,36.43,4,High,76.38,45.34
1773,Nkiru Sadiq,Mathematics,Calculus,65.64,80.98,1,Medium,70.23,69.41
1774,Samuel Onyekachi,Chemistry,Organic,47.47,85.87,1,Medium,81.75,50.18
1775,Nnamdi Okoye,Biology,Ecology,97.53,67.04,1,Low,66.23,53.77
1776,Esther Sule,Mathematics,Geometry,62.36,66.09,4,Low,76.03,54.45
1777,Esther Okafor,Physics,Thermodynamics,72.6,62.19,3,Low,55.65,52.54
1778,Abdul Danladi,Chemistry,Inorganic,36.59,73.31,4,High,65.21,57.57
1779,Maryam Ahmed,Mathematics,Probability,80.77,53.77,4,Low,85.61,57.04
1780,Funke Adesina,Mathematics,Calculus,86.04,62.52,2,Low,66.6,60.99
1781,Ngozi Balogun,Physics,Optics,59.77,55.38,4,Medium,70.22,55.85
1782,Chukwuka Balogun,Physics,Thermodynamics,81.11,38.99,2,High,75.23,61.44
1783,Amarachi Sule,Chemistry,Organic,67.32,87.65,4,Medium,74.26,67.71
1784,Esther Sule,Physics,Optics,72.11,69.49,4,Medium,71.1,66.73
1785,Ifeanyi Ibrahim,Physics,Mechanics,57.17,58.83,1,Medium,69.72,58.52
1786,Ibrahim Mohammed,Chemistry,Physical,26.35,73.93,1,Medium,75.34,39.48
1787,Zainab Balogun,Chemistry,Inorganic,68.72,75.14,1,Medium,80.9,48.53
1788,Ngozi Onyekachi,Biology,Genetics,81.4,56.93,4,Low,81.87,63.48
1789,Ibrahim Kabiru,Physics,Mechanics,54.48,77.91,3,Medium,71.15,49.53
1790,Nkiru Ahmed,Physics,Thermodynamics,79.01,56.37,4,Low,66.46,54.57
1791,Ifeoma Adebayo,English,Vocabulary,68.27,67.14,2,Low,80.48,49.0
1792,Nkiru Abdul,Physics,Mechanics,56.09,66.26,1,Low,93.98,51.73
1793,Amina Ahmed,Physics,Mechanics,78.02,68.58,4,Low,70.16,59.27
1794,Emeka Abdullahi,Mathematics,Probability,62.98,77.05,4,Medium,88.75,68.12
1795,Ifeoma Musa,Physics,Mechanics,79.24,53.53,3,Medium,70.85,56.34
1796,Amina Kabiru,Biology,Anatomy,68.77,62.62,1,Medium,82.3,53.61
1797,Yusuf Danladi,Chemistry,Inorganic,65.52,78.3,4,Low,54.35,67.91
1798,Chukwuka Balogun,Physics,Mechanics,61.6,37.62,1,Low,76.58,42.92
1799,Nnamdi Olatunji,Physics,Optics,64.02,82.87,4,Low,82.47,63.93
1800,Peace Adebayo,Biology,Genetics,70.4,66.43,3,High,92.75,60.07
1801,Funke Olatunji,Chemistry,Organic,66.68,68.98,1,Medium,83.13,55.45
1802,Ngozi Bashir,Physics,Optics,44.08,70.35,3,Medium,77.81,62.95
1803,Funke Abdul,English,Vocabulary,49.76,85.32,3,Low,98.67,57.94
1804,Yusuf Sule,English,Comprehension,49.51,61.9,1,High,75.14,57.01
1805,Ibrahim Musa,English,Grammar,57.9,91.33,1,Medium,63.85,52.15
1806,Ifeanyi Musa,Physics,Mechanics,78.28,33.88,4,High,72.96,74.18
1807,Tunde Bashir,English,Comprehension,64.86,51.19,3,Medium,74.43,55.23
1808,Emeka Sule,English,Vocabulary,66.93,77.93,2,Low,64.61,64.59
1809,Emeka Adesina,English,Vocabulary,67.94,78.9,3,High,68.72,73.29
1810,Emeka Bashir,Chemistry,Inorganic,61.92,72.16,4,Medium,65.67,56.09
1811,Sola Adesina,Mathematics,Probability,73.26,61.35,4,Medium,66.46,58.14
1812,Amarachi Kabiru,Mathematics,Geometry,73.39,58.56,3,Medium,73.82,60.23
1813,Ibrahim Onyekachi,Mathematics,Algebra,41.99,45.93,2,Medium,78.36,42.44
1814,Abdul Sadiq,English,Vocabulary,77.68,82.5,1,Low,82.19,70.98
1815,Emeka Kabiru,Biology,Anatomy,64.0,77.73,4,Medium,69.16,76.15
1816,Yusuf Sule,Physics,Mechanics,88.8,68.18,2,Medium,78.87,73.72
1817,Daniel Okafor,English,Comprehension,63.23,58.15,3,Medium,83.74,58.87
1818,Zainab Onyekachi,Chemistry,Physical,67.2,55.49,1,Low,57.82,48.16
1819,Amina Bashir,Physics,Optics,75.86,64.61,1,Medium,89.36,58.53
1820,Amarachi Ahmed,Physics,Optics,52.34,66.99,1,Medium,74.17,57.27
1821,Zainab Sule,English,Grammar,55.7,88.52,1,Medium,94.67,63.77
1822,Joseph Ibrahim,Chemistry,Inorganic,80.0,52.15,1,High,85.75,67.24
1823,Chukwuka Bashir,Chemistry,Physical,75.36,67.77,2,Medium,45.46,54.55
1824,Peace Onyekachi,Chemistry,Organic,57.49,53.33,1,High,76.22,52.08
1825,Zainab Ahmed,Physics,Optics,55.1,52.12,1,Medium,67.84,54.45
1826,Nkiru Abdul,Mathematics,Probability,57.07,60.28,3,High,70.43,59.96
1827,Joseph Ibrahim,English,Grammar,70.47,22.33,4,Low,85.22,53.8
1828,Yusuf Sule,English,Vocabulary,52.4,53.42,4,Low,70.5,44.54
1829,Zainab Adesina,Chemistry,Organic,67.69,38.8,4,Low,63.82,55.22
1830,Blessing Yakubu,Physics,Mechanics,53.86,86.65,2,Medium,78.55,52.89
1831,Amarachi Okoye,Chemistry,Organic,72.62,66.23,3,Low,70.45,57.95
1832,Blessing Ibrahim,English,Grammar,70.7,78.61,1,Low,86.78,61.35
1833,Halima Lawal,Biology,Anatomy,48.49,60.9,4,Low,100.0,57.44
1834,Musa Mohammed,Mathematics,Algebra,93.43,88.93,4,Medium,77.42,78.83
1835,Sola Okafor,Mathematics,Geometry,64.56,41.93,2,Medium,75.18,57.28
1836,Yusuf Mohammed,English,Grammar,57.8,74.18,1,High,83.52,57.07
1837,Sola Bashir,Chemistry,Physical,59.58,52.73,1,Low,66.78,38.77
1838,Esther Abdul,Biology,Genetics,54.19,89.29,3,Medium,65.85,63.05
1839,Ibrahim Lawal,Mathematics,Calculus,58.97,85.68,1,Low,88.11,62.43
1840,Amina Adebayo,English,Comprehension,68.67,64.53,1,Medium,63.08,65.64
1841,Chibuzo Adesina,Physics,Mechanics,55.88,77.95,2,Low,85.6,53.21
1842,Halima Ibrahim,Physics,Optics,77.46,79.46,3,Low,92.28,63.07
1843,Chukwuka Sule,Biology,Anatomy,49.57,60.42,1,Medium,77.09,51.35
1844,Sola Lawal,Mathematics,Calculus,60.28,39.36,3,Low,79.7,56.21
1845,Samuel Adebayo,Chemistry,Organic,70.57,77.14,1,Medium,80.72,64.91
1846,Blessing Adesina,English,Comprehension,76.18,73.93,2,Medium,71.87,59.83
1847,Ibrahim Sule,Chemistry,Physical,62.01,72.71,3,Medium,71.84,62.26
1848,Sola Ahmed,Biology,Anatomy,70.27,80.5,3,High,87.83,71.3
1849,Chiamaka Abdullahi,Mathematics,Geometry,49.31,62.82,2,Medium,75.44,43.78
1850,Abdul Yakubu,Biology,Genetics,81.66,70.14,1,Medium,78.81,70.69
1851,Amarachi Ahmed,Physics,Mechanics,57.44,76.61,3,High,73.9,62.88
1852,Blessing Ibrahim,Chemistry,Inorganic,55.73,92.98,4,Medium,71.24,69.8
1853,Ifeoma Adesina,English,Vocabulary,42.5,85.7,3,Low,85.52,56.28
1854,Amarachi Musa,Physics,Optics,62.28,74.0,4,Medium,97.89,57.75
1855,Maryam Bashir,Biology,Anatomy,74.38,54.33,2,Medium,74.8,56.59
1856,Daniel Adesina,English,Vocabulary,59.86,67.84,2,Medium,63.66,61.0
1857,Zainab Danladi,Mathematics,Geometry,43.47,76.1,1,Medium,71.73,47.28
1858,Esther Mohammed,Mathematics,Algebra,67.43,44.65,3,Medium,75.4,47.32
1859,Nkiru Mohammed,Chemistry,Inorganic,70.54,54.13,2,High,70.49,60.44
1860,Maryam Adesina,Physics,Mechanics,55.73,67.13,2,Low,59.86,51.99
1861,Ibrahim Adebayo,Physics,Optics,86.18,100.0,1,Medium,75.91,77.68
1862,Halima Danladi,Mathematics,Algebra,43.63,90.54,1,Medium,82.76,56.75
1863,Peace Okoye,Mathematics,Geometry,79.85,64.18,3,Low,70.42,60.65
1864,Zainab Abdullahi,Mathematics,Probability,52.24,83.32,2,Medium,64.44,53.08
1865,Esther Mohammed,English,Vocabulary,54.08,79.39,3,Medium,68.83,53.13
1866,Nnamdi Olatunji,Biology,Anatomy,57.73,67.52,1,Low,63.19,42.8
1867,Ibrahim Balogun,Mathematics,Geometry,90.34,55.09,2,Low,71.77,55.56
1868,Chibuzo Adesina,Biology,Anatomy,59.94,77.32,3,High,84.48,64.82
1869,Musa Onyekachi,Physics,Optics,50.16,87.12,2,Low,74.05,63.94
1870,Tunde Kabiru,Biology,Genetics,38.05,70.93,2,Medium,94.19,53.06
1871,Amina Lawal,Biology,Genetics,62.29,72.43,1,High,69.41,58.77
1872,David Sadiq,Chemistry,Physical,60.95,58.59,4,High,87.29,65.26
1873,Blessing Balogun,Chemistry,Physical,68.01,80.13,4,Low,72.36,57.42
1874,Sola Adebayo,Mathematics,Calculus,57.77,68.03,3,Low,64.41,49.4
1875,Ngozi Okoye,English,Grammar,58.81,99.87,1,Low,47.26,55.29
1876,Chinedu Onyekachi,Physics,Thermodynamics,85.71,69.83,2,Medium,82.53,67.54
1877,Amina Lawal,Chemistry,Organic,56.99,34.37,1,Medium,77.05,41.59
1878,Chiamaka Sadiq,Mathematics,Algebra,55.4,60.52,3,Low,92.45,65.17
1879,Ngozi Okafor,Chemistry,Inorganic,67.61,61.03,4,Medium,63.23,61.42
1880,Samuel Ibrahim,Chemistry,Organic,86.39,64.29,1,Medium,51.21,62.74
1881,Chukwuka Kabiru,Mathematics,Geometry,76.82,44.21,1,Medium,76.76,56.58
1882,Abdul Sadiq,English,Grammar,64.12,56.14,3,Low,85.16,51.34
1883,Ngozi Yakubu,Mathematics,Algebra,47.18,37.26,2,High,87.61,52.56
1884,Chiamaka Sule,Physics,Thermodynamics,66.06,61.4,2,High,69.71,54.32
1885,Musa Kabiru,English,Vocabulary,59.82,36.2,3,Medium,67.64,46.9
1886,Ibrahim Olatunji,Chemistry,Inorganic,72.32,67.4,4,Low,82.95,67.1
1887,Ifeoma Sule,Biology,Genetics,77.7,75.06,2,High,75.12,63.19
1888,Peace Abdullahi,Physics,Thermodynamics,73.88,93.2,4,Low,78.42,77.47
1889,Chinedu Mohammed,Chemistry,Physical,46.69,50.69,1,Medium,83.55,49.57
1890,David Olatunji,Physics,Optics,80.77,67.77,2,Low,66.32,56.44
1891,Daniel Danladi,Chemistry,Organic,46.61,51.07,1,Low,84.72,47.88
1892,Emeka Yakubu,Chemistry,Inorganic,69.36,42.18,3,Medium,71.42,47.55
1893,David Musa,Physics,Mechanics,79.12,59.24,4,Low,64.14,57.28
1894,Nkiru Onyekachi,Biology,Ecology,57.32,90.26,2,Medium,67.65,55.43
1895,Musa Ibrahim,Chemistry,Inorganic,39.17,67.54,1,Medium,69.38,41.78
1896,Musa Yakubu,Chemistry,Physical,79.27,78.01,1,Medium,74.72,71.71
1897,Joseph Balogun,Physics,Thermodynamics,72.95,55.66,1,Low,64.61,53.86
1898,Sola Onyekachi,Biology,Genetics,69.76,70.55,4,High,66.54,69.11
1899,Zainab Ibrahim,Biology,Anatomy,55.93,66.47,1,Medium,89.47,53.34
1900,David Musa,English,Comprehension,46.12,52.21,1,Low,84.94,45.01
1901,Nnamdi Adebayo,Biology,Ecology,63.45,60.36,2,Medium,79.85,52.87
1902,Tunde Olatunji,Chemistry,Physical,68.67,57.03,4,Low,66.02,50.43
1903,Nnamdi Sadiq,Mathematics,Calculus,60.5,67.27,4,Low,77.35,37.49
1904,Ibrahim Sadiq,Physics,Thermodynamics,55.31,62.13,2,Medium,90.05,51.34
1905,Amina Ibrahim,Biology,Genetics,66.95,90.43,3,Medium,61.87,67.96
1906,Esther Sule,Mathematics,Geometry,55.37,60.43,1,High,66.97,50.63
1907,Ngozi Adesina,Chemistry,Inorganic,97.66,80.67,2,Low,86.02,71.86
1908,Tunde Ahmed,Biology,Genetics,45.72,73.92,3,High,85.73,56.98
1909,David Adesina,English,Grammar,76.58,78.57,3,Low,93.52,62.98
1910,Amina Abdullahi,Biology,Ecology,51.83,62.58,3,Low,89.36,43.08
1911,Funke Adesina,Biology,Ecology,40.18,69.34,2,High,70.57,54.48
1912,Halima Danladi,English,Comprehension,76.34,59.71,1,Medium,56.27,65.98
1913,Chukwuka Ibrahim,Physics,Mechanics,53.03,52.11,2,Medium,86.04,50.53
1914,Chibuzo Olatunji,Mathematics,Geometry,64.24,75.24,4,High,85.84,67.05
1915,Esther Olatunji,Mathematics,Probability,83.24,35.96,3,Medium,82.6,53.45
1916,Chinedu Yakubu,Physics,Thermodynamics,81.47,70.13,4,Medium,68.27,70.03
1917,Daniel Adebayo,Mathematics,Geometry,75.72,77.63,2,Medium,64.7,61.29
1918,Maryam Okoye,English,Comprehension,64.95,67.38,2,Medium,82.5,50.0
1919,Amarachi Sule,English,Grammar,69.01,63.65,3,High,66.61,58.58
1920,Chinedu Onyekachi,Chemistry,Physical,62.43,13.98,1,Medium,67.99,35.24
